"time","tweet"
"10:11:29","breve leccion economia aprende pagarle cobrar depositar tiempo luchas gazagenocide"
"09:35:45"," llegan nuevos instrumentos financieros ofrecen ciento dinero adicional dia guardes dinero cobra mueves mas seis meses"
