"time","tweet"
"23:55:24","sirvio gracias "
"20:50:22","facil usar confiables cuales"
"03:16:37","llego ajolotarjeta encanto aca dejo unboxing vean mas detalles nuevo diseño"
"01:51:29","voy pedir mia preciosa tarjeta "
