"time","tweet"
"21:22:49","gracias arreglado"
"16:20:21","gracias "
"22:03:28","gracias resuelto gracias sopoe excelente servicio "
"03:47:49","gracias felicitacion "
"16:32:41","nunca habia tipo situacion metodos pago increible operacion sencilla pagar tarjeta pagina web conviee toda mala experiencia usuario servicio"
