"time","tweet"
"18:06:14","felices contentos clientes hoy pudieron estrenar nuevo hogar inovaserviciosfinancieros cuauhtemocchihuahua creditos"
"16:25:34","perfecto pude entrar app segun dispositivo compatible aunque mas recientes samsung prefiero cambiar cambiar equipo hola saludos"
"00:51:39","bien padre"
