"time","tweet"
"","gracias "
"","gracias"
"","gracias "
"","gracias premio boletodorado canjee tarjeta regalo"
"","tio gracias boleto dorado fin toco"
"","mames buena suee"
"","segundo premio espero lleguen mas"
