"time","tweet"
"20:07:52","hola encantados asistie mejor manera invitamos escribas dm gusto ayudaremos toda informacion requieres pendientes"
"18:00:54","gracias didi confianza incrementar linea credito k mean ofreciendo credito gracias faltaria msi"
"17:31:57","hola gracias acabo enviar correo"
