"time","tweet"
"","gracias espero dm"
"","gracias"
"","similar paso queria renovar token poder hacer transferencia cerrar cuenta wow mas facil sacar dinero ventanilla"
"","yeeeei traves cuenta acabo contratar cuenta ahorro reto tener mil pesos final año super herramienta domiciliar cuenta eje asi ahorrar disciplinadamente semana vamos "
"","señal necesitan tener minimo dinero banamex"
