"time","tweet"
"","gracias"
"","excelente gracias sopoe tio igual manera quiero agregar error solucionado adicional dia recibi sms notificaban debido incidencia mostraba trabajando nuevamente gracias "
"","gracias voy comunicarme entonces"
"","estan proceso resolver segun mensajes estan enviando saludos"
