"topic","term","beta"
2,"dia",0.0438018302838574
1,"gracias",0.170482337557924
2,"gracias",0.0362522983049511
4,"gracias",0.035391039353898
1,"respuesta",0.0189683281026211
3,"tambien",0.0310367743323216
3,"this",0.0232775807492412
1,"jajaja",0.0252911041368275
4,"bueno",0.0269993706392518
2,"gane",0.0375389902198704
3,"agradezco",0.038795967915402
4,"atencion",0.0269993706392518
