"topic","term","beta"
1,"gracias",0.0580605016648256
3,"gracias",0.183251170989402
1,"credito",0.0345665870948661
1,"tarjeta",0.0518498806423367
4,"tarjeta",0.0546878304371199
2,"opcion",0.0317462976163011
2,"mejor",0.0317462976163011
3,"primera",0.0154103529325077
4,"hola",0.0312501890690882
4,"diseño",0.0234376418018098
3,"problema",0.0308207025804573
2,"bbva",0.0423282231638376
