"topic","term","beta"
2,"gracias",0.0434753730854503
3,"gracias",0.0350877192982456
4,"gracias",0.112683327469821
4,"quedo",0.0422562478011827
4,"resuelto",0.0281708318674552
2,"ahi",0.0289835818820745
3,"mas",0.0526315789473684
3,"uso",0.0526315789473684
1,"mensaje",0.0425531587525302
1,"rapido",0.042553193111388
1,"resolvieron",0.042553193111388
2,"bien",0.0579671641139337
