"time","tweet"
"19:32:32","da gusto pae gran familia finsus saludos "
"16:46:43","hola gracias pae gran familia finsus "
"16:23:59","dias disponible"
"15:27:39","finsus siempre gustado aprovechando dejo enlace referido utiliza codigo castillo"
"14:11:14","pedida vale pena precio jajaja"
"09:42:38","duda"
