"time","tweet"
"20:20:59","ilimitado jajajaja suena increible"
"19:16:00","mas agradecido peenecer ocupan solucione mero bueno thkss"
"18:30:39","encanta app simplemente increible ademas super intuitiva cashback todas compras"
"05:52:22","aaawww bonito cola "
