"time","tweet"
"17:01:34","bueno gracias atentos tambien chequen nivel empatia clientes todas formas "
"04:58:58","dato interesante dado conoces "
"02:54:54","huy tambien stori mercado credito dias estan mandando sms notificaciones via app whats"
