"time","tweet"
"19:41:04","perfecto ire punto gracias bebe lol"
"18:03:36","probado bancos tradicionales diferentes momento mejor manejando msi permite ver exactamente cuanto debes total da lista pagos futuros tendras hacer mes mes da cashback efectivo"
