"time","tweet"
"14:25:36","encantan respuestas fallas repoadas app "
"00:51:32","debito puedes pedir nu app tmb piden minimo cobran manejo cuenta abri xq pedo nomina banamex usaba ahorrar uso casi heejej tj fisica costo creo"
