"time","tweet"
"23:38:12","elimine cache ajustes app funciono"
"23:23:44","funciono gracias"
"20:21:53","entren ajustes app borren cache funciona"
"05:17:38","funciono"
"04:56:18","gracias quedo resuelto "
"03:28:28","gracias intentare "
