"time","tweet"
"","gracias"
"","gracias "
"","bloquea tarjeta minutos mas posteriomente vuelves desbloquear agregas solucion confirmas tweet favor"
"","udis todas plataformas inveido mejores finsus cetes largo plazo mejor opcion fondo emergencia liquidez semanal finsus rededor poafolio"
