"time","tweet"
"","gracias tamos readys palnoe "
"","bueno intento mas tarde gracias maite gusto saludae"
"","habla numero tarjeta hice asi ningun problema españa "
"","this web developers mev strategy is gamechanger hes making over eth per week and you need to learn how"
