"time","tweet"
"","conteste gracias"
"","listos "
"","gracias conoci use hoy dejo definitivamente mio recomiendo bancos fintech mexicano"
"","cambiate momento mejor probado dan gastas dinero gratis siempre paga tiempo nunca paga intereses"
"","wwwooowww maravilla felicidades supuesto ahi estare disfrutar chica dorada"
"","verdad agradezco tarjeta debito necesito"
