"time","tweet"
"","listo gracias"
"","gracias"
"","tkm "
"","coesia animense sacar cuenta gracias regalo cneiaokii"
"","cof cof tambien "
"","super recomiendo cobran plastico"
"","afounadamente mexico da cuenta "
