"time","tweet"
"","hola gracias respuesta dm indicaron logre hacer movimiento requeria"
"","manifiesto hoy sali enmoradisima subi asi casi voy dar vuelta hermosisimo carro haganme buena"
"","resolvio actualizacion app gracias tambien sirvio dm "
"","verdad estan bien"
"","definitivamente"
