"time","tweet"
"17:50:55","recomiendo atencion inmediata tambien abrazo felices fiestas abrazo toda familia"
"17:37:53","entiendo baz transfiero credito azteca entra compra genera comision recomiendo accesible"
"15:58:18","excelente gracias informacion"
"11:43:33","hola pepe buenos dias atiende sofia gusto saludae podrias compair via dm mayor detalle situacion presentas aplicacion bbva mexico favor "
