"time","tweet"
"22:10:43","enserio wow muchas gracia spor respuesta minutos mas termino abrir cuenta"
"22:09:50","ilimitadas puedes hacer todas quieras plazos gustes mejores rendimientos ofrecemos mejor plataforma digital permite libead financiera"
"17:54:30","gracias conteste"
