"time","tweet"
"23:58:29","gracias soynumx nubank espero sirva aprendizaje demas plataformas quieren dinero inversionistas fyi dinnactinver uala ualamex mercadopagomex finsusapp"
"09:38:19","increible atencion cliente siempre pagado tiempo plazo pago"
