"time","tweet"
"","ok gracias"
"","despues año probando tarjeta credito puedo decir buena hablar cuenta debito realmente temas seguridad transacciones top tqm"
"","amistad usa usas tarjeta veces mes compras pesos vuelves heypro inversion da rendimiento anual super super bien comparacion bancos inveir años allianz explico prima suena rebien"
"","excelente"
